lemma,category,gender,notes,source
problem,noun,,,cefr_a1
profil,noun,,,cefr_a1
prospekt,noun,,,cefr_a1
prozent,noun,,,cefr_a1
prüfung,noun,,,cefr_a1
prüfungsauf,noun,,,cefr_a1
prüfungsverfahren,noun,,,cefr_a1
prüfungsziel,noun,,,cefr_a1
publikation,noun,,,cefr_a1
quadratmeter,noun,,,cefr_a1
rad,noun,,,cefr_a1
radio,noun,,,cefr_a1
rahmen,noun,,,cefr_a1
rat,noun,,,cefr_a1
rauchen,noun,,,cefr_a1
raum,noun,,,cefr_a1
rausch,noun,,,cefr_a1
rechnung,noun,,,cefr_a1
referenz,noun,,,cefr_a1
referenzrahmen,noun,,,cefr_a1
referenzrahmens,noun,,,cefr_a1
regen,noun,,,cefr_a1
reis,noun,,,cefr_a1
reise,noun,,,cefr_a1
reisebüro,noun,,,cefr_a1
reiseführer,noun,,,cefr_a1
reparatur,noun,,,cefr_a1
restaurant,noun,,,cefr_a1
rezeption,noun,,,cefr_a1
richtung,noun,,,cefr_a1
ruf,noun,,,cefr_a1
s-bahn,noun,,,cefr_a1
saft,noun,,,cefr_a1
salat,noun,,,cefr_a1
salz,noun,,,cefr_a1
samstag,noun,,,cefr_a1
satz,noun,,,cefr_a1
schalter,noun,,,cefr_a1
schicken,noun,,,cefr_a1
schild,noun,,,cefr_a1
schinken,noun,,,cefr_a1
schluss,noun,,,cefr_a1
schlüssel,noun,,,cefr_a1
schrank,noun,,,cefr_a1
schreiben,noun,,,cefr_a1
schuh,noun,,,cefr_a1
schule,noun,,,cefr_a1
schwarze,noun,,,cefr_a1
schwester,noun,,,cefr_a1
schwimmbad,noun,,,cefr_a1
schöne,noun,,,cefr_a1
schüler,noun,,,cefr_a1
schülerin,noun,,,cefr_a1
sechsstufig,noun,,,cefr_a1
see,noun,,,cefr_a1
sehenswürdigkeit,noun,,,cefr_a1
seid,noun,,,cefr_a1
sekunde,noun,,,cefr_a1
september,noun,,,cefr_a1
sinn,noun,,,cefr_a1
sofa,noun,,,cefr_a1
sohn,noun,,,cefr_a1
sommer,noun,,,cefr_a1
sonnabend,noun,,,cefr_a1
sonne,noun,,,cefr_a1
sonntag,noun,,,cefr_a1
spanier,noun,,,cefr_a1
speise,noun,,,cefr_a1
speisekarte,noun,,,cefr_a1
spiel,noun,,,cefr_a1
spielen,noun,,,cefr_a1
sport,noun,,,cefr_a1
sportschuh,noun,,,cefr_a1
sportverein,noun,,,cefr_a1
sprachbeherrschung,noun,,,cefr_a1
sprachkompetenz,noun,,,cefr_a1
sprachkurse,noun,,,cefr_a1
sprachniveau,noun,,,cefr_a1
sprachprüfung,noun,,,cefr_a1
sprechen,noun,,,cefr_a1
staatsangehörigkeit,noun,,,cefr_a1
stadt,noun,,,cefr_a1
stadtplan,noun,,,cefr_a1
start,noun,,,cefr_a1
stelle,noun,,,cefr_a1
stock,noun,,,cefr_a1
straße,noun,,,cefr_a1
straßenbahn,noun,,,cefr_a1
student,noun,,,cefr_a1
studentin,noun,,,cefr_a1
studium,noun,,,cefr_a1
stufe,noun,,,cefr_a1
stunde,noun,,,cefr_a1
ständig,noun,,,cefr_a1
stück,noun,,,cefr_a1
supermarkt,noun,,,cefr_a1
system,noun,,,cefr_a1
szeit,noun,,,cefr_a1
süden,noun,,,cefr_a1
tag,noun,,,cefr_a1
tagesablauf,noun,,,cefr_a1
tageszeit,noun,,,cefr_a1
tanzen,noun,,,cefr_a1
tasche,noun,,,cefr_a1
tasse,noun,,,cefr_a1
taxi,noun,,,cefr_a1
tee,noun,,,cefr_a1
teil,noun,,,cefr_a1
telefon,noun,,,cefr_a1
telefonanschluss,noun,,,cefr_a1
telekommunikation,noun,,,cefr_a1
termin,noun,,,cefr_a1
test,noun,,,cefr_a1
testbeschrei,noun,,,cefr_a1
text,noun,,,cefr_a1
threshold-level,noun,,,cefr_a1
ticket,noun,,,cefr_a1
tier,noun,,,cefr_a1
tion,noun,,,cefr_a1
tisch,noun,,,cefr_a1
tochter,noun,,,cefr_a1
toilette,noun,,,cefr_a1
tomate,noun,,,cefr_a1
tomatensaft,noun,,,cefr_a1
treppe,noun,,,cefr_a1
trinken,noun,,,cefr_a1
tür,noun,,,cefr_a1
türke,noun,,,cefr_a1
türkin,noun,,,cefr_a1
uhr,noun,,,cefr_a1
uhrzeit,noun,,,cefr_a1
umwelt,noun,,,cefr_a1
unterhaltung,noun,,,cefr_a1
unterkunft,noun,,,cefr_a1
unterricht,noun,,,cefr_a1
unterschrift,noun,,,cefr_a1
urlaub,noun,,,cefr_a1
vater,noun,,,cefr_a1
verein,noun,,,cefr_a1
verfügung,noun,,,cefr_a1
verkehr,noun,,,cefr_a1
verkäufer,noun,,,cefr_a1
verkäuferin,noun,,,cefr_a1
vermieter,noun,,,cefr_a1
verständnis,noun,,,cefr_a1
verwandte,noun,,,cefr_a1
verwendung,noun,,,cefr_a1
vierte,noun,,,cefr_a1
viertel,noun,,,cefr_a1
volkshochschulverbands,noun,,,cefr_a1
vollpension,noun,,,cefr_a1
vormittag,noun,,,cefr_a1
vorname,noun,,,cefr_a1
vorsicht,noun,,,cefr_a1
vorwahl,noun,,,cefr_a1
wandern,noun,,,cefr_a1
waschmaschine,noun,,,cefr_a1
wasser,noun,,,cefr_a1
waystage,noun,,,cefr_a1
weibliche,noun,,,cefr_a1
wein,noun,,,cefr_a1
weiterbildungs-test,noun,,,cefr_a1
weißbrot,noun,,,cefr_a1
welt,noun,,,cefr_a1
wertenschlag,noun,,,cefr_a1
westen,noun,,,cefr_a1
wetter,noun,,,cefr_a1
wiederhören,noun,,,cefr_a1
wiedersehen,noun,,,cefr_a1
wiilst,noun,,,cefr_a1
wind,noun,,,cefr_a1
winter,noun,,,cefr_a1
wissenschaft,noun,,,cefr_a1
woche,noun,,,cefr_a1
wochenende,noun,,,cefr_a1
wochentag,noun,,,cefr_a1
wochentage,noun,,,cefr_a1
wohnen,noun,,,cefr_a1
wohnung,noun,,,cefr_a1
wohnungswechsel,noun,,,cefr_a1
wort,noun,,,cefr_a1
wortbildung,noun,,,cefr_a1
wortgruppe,noun,,,cefr_a1
wortgruppenlist,noun,,,cefr_a1
währung,noun,,,cefr_a1
wörterbuch,noun,,,cefr_a1
zahl,noun,,,cefr_a1
zeit,noun,,,cefr_a1
zeitangabe,noun,,,cefr_a1
zeitmaße,noun,,,cefr_a1
zeitung,noun,,,cefr_a1
zentimeter,noun,,,cefr_a1
zertifikat,noun,,,cefr_a1
zigarette,noun,,,cefr_a1
zimmer,noun,,,cefr_a1
zimmerschlüssel,noun,,,cefr_a1
zoll,noun,,,cefr_a1
zug,noun,,,cefr_a1
zurzeit,noun,,,cefr_a1
zusammenarbeit,noun,,,cefr_a1
zusammensetzung,noun,,,cefr_a1
zusammenstellung,noun,,,cefr_a1
zwölfter,noun,,,cefr_a1
äpfel,noun,,,cefr_a1
ärztin,noun,,,cefr_a1
öffnen,noun,,,cefr_a1
öl,noun,,,cefr_a1
übernachtung,noun,,,cefr_a1
acht,numeral,,,cefr_a1
achtzehn,numeral,,,cefr_a1
achtzig,numeral,,,cefr_a1
drei,numeral,,,cefr_a1
dreiundzwanzig,numeral,,,cefr_a1
dreizehn,numeral,,,cefr_a1
dreißig,numeral,,,cefr_a1
elf,numeral,,,cefr_a1
fünf,numeral,,,cefr_a1
fünfzehn,numeral,,,cefr_a1
fünfzig,numeral,,,cefr_a1
hundert,numeral,,,cefr_a1
neun,numeral,,,cefr_a1
neunzehn,numeral,,,cefr_a1
neunzig,numeral,,,cefr_a1
null,numeral,,,cefr_a1
sechs,numeral,,,cefr_a1
sechzehn,numeral,,,cefr_a1
sechzig,numeral,,,cefr_a1
sieben,numeral,,,cefr_a1
siebzehn,numeral,,,cefr_a1
siebzig,numeral,,,cefr_a1
tausend,numeral,,,cefr_a1
vier,numeral,,,cefr_a1
vierundzwanzig,numeral,,,cefr_a1
vierzehn,numeral,,,cefr_a1
vierzig,numeral,,,cefr_a1
zehn,numeral,,,cefr_a1
zwanzig,numeral,,,cefr_a1
zwei,numeral,,,cefr_a1
zweihundert,numeral,,,cefr_a1
zwölf,numeral,,,cefr_a1
ja,particle,,,cefr_a1
nein,particle,,,cefr_a1
nicht,particle,,,cefr_a1
ab,preposition,,,cefr_a1
als,preposition,,,cefr_a1
an,preposition,,,cefr_a1
auf,preposition,,,cefr_a1
aus,preposition,,,cefr_a1
bei,preposition,,,cefr_a1
dank,preposition,,,cefr_a1
durch,preposition,,,cefr_a1
für,preposition,,,cefr_a1
gegen,preposition,,,cefr_a1
hinsichtlich,preposition,,,cefr_a1
in,preposition,,,cefr_a1
innerhalb,preposition,,,cefr_a1
laut,preposition,,,cefr_a1
minus,preposition,,,cefr_a1
mit,preposition,,,cefr_a1
nach,preposition,,,cefr_a1
neben,preposition,,,cefr_a1
ohne,preposition,,,cefr_a1
seit,preposition,,,cefr_a1
um,preposition,,,cefr_a1
unter,preposition,,,cefr_a1
von,preposition,,,cefr_a1
vor,preposition,,,cefr_a1
wie,preposition,,,cefr_a1
zu,preposition,,,cefr_a1
zwischen,preposition,,,cefr_a1
über,preposition,,,cefr_a1
alle,pronoun,,,cefr_a1
aller,pronoun,,,cefr_a1
anderer,pronoun,,,cefr_a1
beide,pronoun,,,cefr_a1
dein,pronoun,,,cefr_a1
der,pronoun,,,cefr_a1
dich,pronoun,,,cefr_a1
dieser,pronoun,,,cefr_a1
dir,pronoun,,,cefr_a1
du,pronoun,,,cefr_a1
ein,pronoun,,,cefr_a1
einer,pronoun,,,cefr_a1
einzeln,pronoun,,,cefr_a1
er,pronoun,,,cefr_a1
es,pronoun,,,cefr_a1
etwas,pronoun,,,cefr_a1
euch,pronoun,,,cefr_a1
ich,pronoun,,,cefr_a1
ihm,pronoun,,,cefr_a1
ihn,pronoun,,,cefr_a1
ihnen,pronoun,,,cefr_a1
ihr,pronoun,,,cefr_a1
kein,pronoun,,,cefr_a1
man,pronoun,,,cefr_a1
mehrere,pronoun,,,cefr_a1
mein,pronoun,,,cefr_a1
meister,pronoun,,,cefr_a1
mich,pronoun,,,cefr_a1
mir,pronoun,,,cefr_a1
nichts,pronoun,,,cefr_a1
sich,pronoun,,,cefr_a1
sie,pronoun,,,cefr_a1
uns,pronoun,,,cefr_a1
viel,pronoun,,,cefr_a1
viele,pronoun,,,cefr_a1
vieler,pronoun,,,cefr_a1
was,pronoun,,,cefr_a1
welchen,pronoun,,,cefr_a1
welcher,pronoun,,,cefr_a1
wen,pronoun,,,cefr_a1
wenig,pronoun,,,cefr_a1
weniger,pronoun,,,cefr_a1
wer,pronoun,,,cefr_a1
wir,pronoun,,,cefr_a1
adult,proper noun,,,cefr_a1
alexander,proper noun,,,cefr_a1
ali,proper noun,,,cefr_a1
alltagskommuni,proper noun,,,cefr_a1
august,proper noun,,,cefr_a1
ausländerbe,proper noun,,,cefr_a1
bad,proper noun,,,cefr_a1
bast,proper noun,,,cefr_a1
becker,proper noun,,,cefr_a1
below,proper noun,,,cefr_a1
berlin,proper noun,,,cefr_a1
best,proper noun,,,cefr_a1
brasilien,proper noun,,,cefr_a1
brauchst,proper noun,,,cefr_a1
braun,proper noun,,,cefr_a1
cambridge,proper noun,,,cefr_a1
charlotte,proper noun,,,cefr_a1
chen,proper noun,,,cefr_a1
chiemsee,proper noun,,,cefr_a1
china,proper noun,,,cefr_a1
claudia,proper noun,,,cefr_a1
conchi,proper noun,,,cefr_a1
deutschland,proper noun,,,cefr_a1
development,proper noun,,,cefr_a1
direktor,proper noun,,,cefr_a1
edk,proper noun,,,cefr_a1
ehegattennachzugs,proper noun,,,cefr_a1
ek,proper noun,,,cefr_a1
eltville,proper noun,,,cefr_a1
essen,proper noun,,,cefr_a1
europa,proper noun,,,cefr_a1
europarat,proper noun,,,cefr_a1
europe,proper noun,,,cefr_a1
european,proper noun,,,cefr_a1
eva,proper noun,,,cefr_a1
everest,proper noun,,,cefr_a1
fahr,proper noun,,,cefr_a1
felix,proper noun,,,cefr_a1
finnin,proper noun,,,cefr_a1
finnland,proper noun,,,cefr_a1
fitzpatrick,proper noun,,,cefr_a1
frankfurt,proper noun,,,cefr_a1
frankreich,proper noun,,,cefr_a1
garc,proper noun,,,cefr_a1
georgi,proper noun,,,cefr_a1
goethe-institut,proper noun,,,cefr_a1
goethe-zertifikat,proper noun,,,cefr_a1
gonz,proper noun,,,cefr_a1
hallo,proper noun,,,cefr_a1
hamburg,proper noun,,,cefr_a1
hans,proper noun,,,cefr_a1
heidelberg,proper noun,,,cefr_a1
hele,proper noun,,,cefr_a1
helmut,proper noun,,,cefr_a1
hg,proper noun,,,cefr_a1
huber,proper noun,,,cefr_a1
hundertein,proper noun,,,cefr_a1
inge,proper noun,,,cefr_a1
italien,proper noun,,,cefr_a1
japan,proper noun,,,cefr_a1
jeans,proper noun,,,cefr_a1
jenny,proper noun,,,cefr_a1
john,proper noun,,,cefr_a1
judith,proper noun,,,cefr_a1
kantonalen,proper noun,,,cefr_a1
katharina,proper noun,,,cefr_a1
klaus,proper noun,,,cefr_a1
klein,proper noun,,,cefr_a1
kmk,proper noun,,,cefr_a1
kommst,proper noun,,,cefr_a1
kommu,proper noun,,,cefr_a1
kompetenzskala,proper noun,,,cefr_a1
komposita,proper noun,,,cefr_a1
kunz,proper noun,,,cefr_a1
köln,proper noun,,,cefr_a1
langen,proper noun,,,cefr_a1
langenscheidt,proper noun,,,cefr_a1
laura,proper noun,,,cefr_a1
ledig,proper noun,,,cefr_a1
lies,proper noun,,,cefr_a1
lukas,proper noun,,,cefr_a1
main,proper noun,,,cefr_a1
mainz,proper noun,,,cefr_a1
mannheim,proper noun,,,cefr_a1
manuela,proper noun,,,cefr_a1
martin,proper noun,,,cefr_a1
meier,proper noun,,,cefr_a1
merten,proper noun,,,cefr_a1
mexiko,proper noun,,,cefr_a1
michaela,proper noun,,,cefr_a1
mount,proper noun,,,cefr_a1
muttersprachli,proper noun,,,cefr_a1
müller,proper noun,,,cefr_a1
münchen,proper noun,,,cefr_a1
natione,proper noun,,,cefr_a1
ober,proper noun,,,cefr_a1
of,proper noun,,,cefr_a1
offenbach,proper noun,,,cefr_a1
pamela,proper noun,,,cefr_a1
paul,proper noun,,,cefr_a1
peter,proper noun,,,cefr_a1
petra,proper noun,,,cefr_a1
picasso,proper noun,,,cefr_a1
polen,proper noun,,,cefr_a1
redewe,proper noun,,,cefr_a1
rhein,proper noun,,,cefr_a1
ricardo,proper noun,,,cefr_a1
rusch,proper noun,,,cefr_a1
rüdesheim,proper noun,,,cefr_a1
saarbrücken,proper noun,,,cefr_a1
scheidt,proper noun,,,cefr_a1
schillerstraße,proper noun,,,cefr_a1
schinkenbrot,proper noun,,,cefr_a1
schlafzimmer,proper noun,,,cefr_a1
schmidt,proper noun,,,cefr_a1
schmitt,proper noun,,,cefr_a1
schmitz,proper noun,,,cefr_a1
schweiz,proper noun,,,cefr_a1
siemens,proper noun,,,cefr_a1
silvana,proper noun,,,cefr_a1
sind,proper noun,,,cefr_a1
sohn,proper noun,,,cefr_a1
spanien,proper noun,,,cefr_a1
starnberger,proper noun,,,cefr_a1
strassburg,proper noun,,,cefr_a1
stuttgart,proper noun,,,cefr_a1
suchst,proper noun,,,cefr_a1
susanne,proper noun,,,cefr_a1
tester,proper noun,,,cefr_a1
thomas,proper noun,,,cefr_a1
tim,proper noun,,,cefr_a1
trim,proper noun,,,cefr_a1
tschüss,proper noun,,,cefr_a1
türkei,proper noun,,,cefr_a1
van,proper noun,,,cefr_a1
vergli,proper noun,,,cefr_a1
veronika,proper noun,,,cefr_a1
vs,proper noun,,,cefr_a1
watanabe,proper noun,,,cefr_a1
wiesbaden,proper noun,,,cefr_a1
wohnst,proper noun,,,cefr_a1
yin,proper noun,,,cefr_a1
zagreb,proper noun,,,cefr_a1
zweitausendvierzehn,proper noun,,,cefr_a1
ösd,proper noun,,,cefr_a1
österreich,proper noun,,,cefr_a1
abfahren,verb,,,cefr_a1
abfliegen,verb,,,cefr_a1
abgeben,verb,,,cefr_a1
abholen,verb,,,cefr_a1
ableitbaren,verb,,,cefr_a1
anbieten,verb,,,cefr_a1
anerkennen,verb,,,cefr_a1
anfangen,verb,,,cefr_a1
anführen,verb,,,cefr_a1
anklicken,verb,,,cefr_a1
ankommen,verb,,,cefr_a1
ankreuzen,verb,,,cefr_a1
anmachen,verb,,,cefr_a1
anmelden,verb,,,cefr_a1
anrufen,verb,,,cefr_a1
antworten,verb,,,cefr_a1
anziehen,verb,,,cefr_a1
arbeiten,verb,,,cefr_a1
associ,verb,,,cefr_a1
aufhören,verb,,,cefr_a1
auflisten,verb,,,cefr_a1
aufstehen,verb,,,cefr_a1
ausfüllen,verb,,,cefr_a1
ausgewählten,verb,,,cefr_a1
ausmachen,verb,,,cefr_a1
ausnehmen,verb,,,cefr_a1
aussehen,verb,,,cefr_a1
aussteigen,verb,,,cefr_a1
ausziehen,verb,,,cefr_a1
baden,verb,,,cefr_a1
bedeuten,verb,,,cefr_a1
befinden,verb,,,cefr_a1
begeg,verb,,,cefr_a1
begegnen,verb,,,cefr_a1
beginnen,verb,,,cefr_a1
bekommen,verb,,,cefr_a1
bekommsen,verb,,,cefr_a1
benutzen,verb,,,cefr_a1
besetzen,verb,,,cefr_a1
besichtigen,verb,,,cefr_a1
bestellen,verb,,,cefr_a1
besuchen,verb,,,cefr_a1
bezahlen,verb,,,cefr_a1
bezeichnen,verb,,,cefr_a1
bilden,verb,,,cefr_a1
bist,verb,,,cefr_a1
bitten,verb,,,cefr_a1
bleiben,verb,,,cefr_a1
brauchen,verb,,,cefr_a1
brauchst,verb,,,cefr_a1
bringen,verb,,,cefr_a1
buchstabieren,verb,,,cefr_a1
danken,verb,,,cefr_a1
dauern,verb,,,cefr_a1
denken,verb,,,cefr_a1
dokumentieren,verb,,,cefr_a1
drucken,verb,,,cefr_a1
drücken,verb,,,cefr_a1
dürfen,verb,,,cefr_a1
einkaufen,verb,,,cefr_a1
einladen,verb,,,cefr_a1
einsteigen,verb,,,cefr_a1
empfehlen,verb,,,cefr_a1
enden,verb,,,cefr_a1
enthalten,verb,,,cefr_a1
entschuldigen,verb,,,cefr_a1
erbringen,verb,,,cefr_a1
erfolgen,verb,,,cefr_a1
erfüllen,verb,,,cefr_a1
ergänzen,verb,,,cefr_a1
erklären,verb,,,cefr_a1
erlauben,verb,,,cefr_a1
ermöglichen,verb,,,cefr_a1
erschließen,verb,,,cefr_a1
erzählen,verb,,,cefr_a1
essen,verb,,,cefr_a1
fahr,verb,,,cefr_a1
fahren,verb,,,cefr_a1
fallen,verb,,,cefr_a1
fangen,verb,,,cefr_a1
fehlen,verb,,,cefr_a1
feiern,verb,,,cefr_a1
finden,verb,,,cefr_a1
findest,verb,,,cefr_a1
fliegen,verb,,,cefr_a1
folgen,verb,,,cefr_a1
fragen,verb,,,cefr_a1
freuen,verb,,,cefr_a1
frühstück,verb,,,cefr_a1
frühstücken,verb,,,cefr_a1
geben,verb,,,cefr_a1
gebraucht,verb,,,cefr_a1
gebären,verb,,,cefr_a1
gefällen,verb,,,cefr_a1
gehen,verb,,,cefr_a1
gehören,verb,,,cefr_a1
gemeinsam,verb,,,cefr_a1
gewinnen,verb,,,cefr_a1
glauben,verb,,,cefr_a1
gratulieren,verb,,,cefr_a1
grillen,verb,,,cefr_a1
gruß,verb,,,cefr_a1
habe,verb,,,cefr_a1
haben,verb,,,cefr_a1
halten,verb,,,cefr_a1
handeln,verb,,,cefr_a1
hast,verb,,,cefr_a1
heiraten,verb,,,cefr_a1
heißen,verb,,,cefr_a1
helfen,verb,,,cefr_a1
herausgeben,verb,,,cefr_a1
holen,verb,,,cefr_a1
hörden,verb,,,cefr_a1
hören,verb,,,cefr_a1
illustrieren,verb,,,cefr_a1
intermediary,verb,,,cefr_a1
kaufen,verb,,,cefr_a1
kennen,verb,,,cefr_a1
kennenlernen,verb,,,cefr_a1
kochen,verb,,,cefr_a1
kommen,verb,,,cefr_a1
kommst,verb,,,cefr_a1
kosten,verb,,,cefr_a1
kriegen,verb,,,cefr_a1
können,verb,,,cefr_a1
könnsten,verb,,,cefr_a1
könnten,verb,,,cefr_a1
kümmern,verb,,,cefr_a1
lachen,verb,,,cefr_a1
lassen,verb,,,cefr_a1
laufen,verb,,,cefr_a1
leben,verb,,,cefr_a1
legen,verb,,,cefr_a1
lehren,verb,,,cefr_a1
lernen,verb,,,cefr_a1
lesen,verb,,,cefr_a1
liebe,verb,,,cefr_a1
lieben,verb,,,cefr_a1
liegen,verb,,,cefr_a1
machen,verb,,,cefr_a1
meinen,verb,,,cefr_a1
mieten,verb,,,cefr_a1
mitbringen,verb,,,cefr_a1
mitkommen,verb,,,cefr_a1
mitmachen,verb,,,cefr_a1
mitnehmen,verb,,,cefr_a1
mitzählen,verb,,,cefr_a1
muss,verb,,,cefr_a1
mussen,verb,,,cefr_a1
musst,verb,,,cefr_a1
möchten,verb,,,cefr_a1
möchtest,verb,,,cefr_a1
mögen,verb,,,cefr_a1
müssen,verb,,,cefr_a1
nehmen,verb,,,cefr_a1
nennen,verb,,,cefr_a1
rauchen,verb,,,cefr_a1
regnen,verb,,,cefr_a1
reisen,verb,,,cefr_a1
reparieren,verb,,,cefr_a1
revidieren,verb,,,cefr_a1
riechen,verb,,,cefr_a1
rufen,verb,,,cefr_a1
sag,verb,,,cefr_a1
sagen,verb,,,cefr_a1
sch,verb,,,cefr_a1
scheiden,verb,,,cefr_a1
scheinen,verb,,,cefr_a1
schen,verb,,,cefr_a1
schicken,verb,,,cefr_a1
schlafen,verb,,,cefr_a1
schließen,verb,,,cefr_a1
schmecken,verb,,,cefr_a1
schreiben,verb,,,cefr_a1
schwimmen,verb,,,cefr_a1
sehen,verb,,,cefr_a1
sein,verb,,,cefr_a1
sitzen,verb,,,cefr_a1
sollen,verb,,,cefr_a1
spielen,verb,,,cefr_a1
spielt,verb,,,cefr_a1
sprechen,verb,,,cefr_a1
sprichst,verb,,,cefr_a1
stehen,verb,,,cefr_a1
steig,verb,,,cefr_a1
stellen,verb,,,cefr_a1
sterben,verb,,,cefr_a1
stimmen,verb,,,cefr_a1
studieren,verb,,,cefr_a1
suchen,verb,,,cefr_a1
suchst,verb,,,cefr_a1
tanzen,verb,,,cefr_a1
telefonieren,verb,,,cefr_a1
treffen,verb,,,cefr_a1
treiben,verb,,,cefr_a1
trinken,verb,,,cefr_a1
tun,verb,,,cefr_a1
tut,verb,,,cefr_a1
umziehen,verb,,,cefr_a1
unterscheiden,verb,,,cefr_a1
unterschreiben,verb,,,cefr_a1
unveröffentlicht,verb,,,cefr_a1
urteilen,verb,,,cefr_a1
verbieten,verb,,,cefr_a1
verdienen,verb,,,cefr_a1
vereinigen,verb,,,cefr_a1
verheiraten,verb,,,cefr_a1
verkaufen,verb,,,cefr_a1
vermieten,verb,,,cefr_a1
verstehen,verb,,,cefr_a1
vorstellen,verb,,,cefr_a1
wandern,verb,,,cefr_a1
warten,verb,,,cefr_a1
waschen,verb,,,cefr_a1
weißt,verb,,,cefr_a1
werden,verb,,,cefr_a1
wiederholen,verb,,,cefr_a1
wissen,verb,,,cefr_a1
wohnen,verb,,,cefr_a1
wollen,verb,,,cefr_a1
wär,verb,,,cefr_a1
zahlen,verb,,,cefr_a1
zeigen,verb,,,cefr_a1
zieh,verb,,,cefr_a1
ziehen,verb,,,cefr_a1
zuordnen,verb,,,cefr_a1
zusammenstellen,verb,,,cefr_a1
zweitausendzwei,verb,,,cefr_a1
öffne,verb,,,cefr_a1
öffnen,verb,,,cefr_a1
übernachten,verb,,,cefr_a1
überweisen,verb,,,cefr_a1
