text,norm,category,lemma,source
sinntragend,sinntragend,adverb,sinntragend,docs/cefr/goethe_a1_wortliste.pdf
außerdem,außerdem,adverb,außerdem,docs/cefr/goethe_a1_wortliste.pdf
erschließen,erschließen,verb,erschließen,docs/cefr/goethe_a1_wortliste.pdf
lassen,lassen,verb,lassen,docs/cefr/goethe_a1_wortliste.pdf
Auswahl,auswahl,noun,auswahl,docs/cefr/goethe_a1_wortliste.pdf
erfolgt,erfolgt,verb,erfolgen,docs/cefr/goethe_a1_wortliste.pdf
Grundlage,grundlage,noun,grundlage,docs/cefr/goethe_a1_wortliste.pdf
Alltagskommuni,alltagskommuni,proper noun,alltagskommuni,docs/cefr/goethe_a1_wortliste.pdf
tion,tion,noun,tion,docs/cefr/goethe_a1_wortliste.pdf
folgenden,folgenden,adjective,folgend,docs/cefr/goethe_a1_wortliste.pdf
vier,vier,numeral,vier,docs/cefr/goethe_a1_wortliste.pdf
Bereichen,bereichen,noun,bereich,docs/cefr/goethe_a1_wortliste.pdf
beruflicher,beruflicher,adjective,beruflich,docs/cefr/goethe_a1_wortliste.pdf
Bildung,bildung,noun,bildung,docs/cefr/goethe_a1_wortliste.pdf
Aufgenommen,aufgenommen,noun,aufgenomma,docs/cefr/goethe_a1_wortliste.pdf
Bewältigung,bewältigung,noun,bewältigung,docs/cefr/goethe_a1_wortliste.pdf
Prüfungsauf,prüfungsauf,noun,prüfungsauf,docs/cefr/goethe_a1_wortliste.pdf
gaben,gaben,verb,geben,docs/cefr/goethe_a1_wortliste.pdf
unerlässlich,unerlässlich,adverb,unerlässlich,docs/cefr/goethe_a1_wortliste.pdf
Antwort,antwort,noun,antwort,docs/cefr/goethe_a1_wortliste.pdf
bogen,bogen,noun,bogen,docs/cefr/goethe_a1_wortliste.pdf
ankreuzen,ankreuzen,verb,ankreuzen,docs/cefr/goethe_a1_wortliste.pdf
ergänzen,ergänzen,verb,ergänzen,docs/cefr/goethe_a1_wortliste.pdf
zuordnen,zuordnen,verb,zuordnen,docs/cefr/goethe_a1_wortliste.pdf
Frequenzkriterien,frequenzkriterien,noun,frequenzkriterie,docs/cefr/goethe_a1_wortliste.pdf
hinsichtlich,hinsichtlich,preposition,hinsichtlich,docs/cefr/goethe_a1_wortliste.pdf
muttersprachli,muttersprachli,proper noun,muttersprachli,docs/cefr/goethe_a1_wortliste.pdf
chen,chen,proper noun,chen,docs/cefr/goethe_a1_wortliste.pdf
Kommunikation,kommunikation,noun,kommunikation,docs/cefr/goethe_a1_wortliste.pdf
Deutschen,deutschen,noun,deutsche,docs/cefr/goethe_a1_wortliste.pdf
hingegen,hingegen,adverb,hingegen,docs/cefr/goethe_a1_wortliste.pdf
heran,heran,adverb,heran,docs/cefr/goethe_a1_wortliste.pdf
gezogen,gezogen,verb,ziehen,docs/cefr/goethe_a1_wortliste.pdf
unterschieden,unterschieden,verb,unterscheiden,docs/cefr/goethe_a1_wortliste.pdf
mitgezählt,mitgezählt,verb,mitzählen,docs/cefr/goethe_a1_wortliste.pdf
da,da,adverb,da,docs/cefr/goethe_a1_wortliste.pdf
zeigen,zeigen,verb,zeigen,docs/cefr/goethe_a1_wortliste.pdf
ausländisch,ausländisch,adverb,ausländisch,docs/cefr/goethe_a1_wortliste.pdf
telefonieren,telefonieren,verb,telefonieren,docs/cefr/goethe_a1_wortliste.pdf
übernachten,übernachten,verb,übernachten,docs/cefr/goethe_a1_wortliste.pdf
Übernachtung,übernachtung,noun,übernachtung,docs/cefr/goethe_a1_wortliste.pdf
aber,aber,conjunction,aber,docs/cefr/goethe_a1_wortliste.pdf
Bestandteil,bestandteil,noun,bestandteil,docs/cefr/goethe_a1_wortliste.pdf
lexikalischen,lexikalischen,adjective,lexikalisch,docs/cefr/goethe_a1_wortliste.pdf
Kunde,kunde,noun,kunde,docs/cefr/goethe_a1_wortliste.pdf
Kundin,kundin,noun,kundin,docs/cefr/goethe_a1_wortliste.pdf
Komposita,komposita,proper noun,komposita,docs/cefr/goethe_a1_wortliste.pdf
bei,bei,preposition,bei,docs/cefr/goethe_a1_wortliste.pdf
Nomen,nomen,noun,nomen,docs/cefr/goethe_a1_wortliste.pdf
Kinderbett,kinderbett,noun,kinderbett,docs/cefr/goethe_a1_wortliste.pdf
aufgenom,aufgenom,noun,aufgenom,docs/cefr/goethe_a1_wortliste.pdf
denn,denn,conjunction,denn,docs/cefr/goethe_a1_wortliste.pdf
Zusammensetzung,zusammensetzung,noun,zusammensetzung,docs/cefr/goethe_a1_wortliste.pdf
erbringt,erbringt,verb,erbringen,docs/cefr/goethe_a1_wortliste.pdf
neuen,neuen,adjective,neu,docs/cefr/goethe_a1_wortliste.pdf
Sinn,sinn,noun,sinn,docs/cefr/goethe_a1_wortliste.pdf
Kindergarten,kindergarten,noun,kindergarten,docs/cefr/goethe_a1_wortliste.pdf
Pluralformen,pluralformen,noun,pluralforme,docs/cefr/goethe_a1_wortliste.pdf
angeführt,angeführt,verb,anführen,docs/cefr/goethe_a1_wortliste.pdf
wo,wo,conjunction,wo,docs/cefr/goethe_a1_wortliste.pdf
Sprachniveau,sprachniveau,noun,sprachniveau,docs/cefr/goethe_a1_wortliste.pdf
relevant,relevant,adverb,relevant,docs/cefr/goethe_a1_wortliste.pdf
Grundstock,grundstock,noun,grundstock,docs/cefr/goethe_a1_wortliste.pdf
ausgewählten,ausgewählten,verb,ausgewählten,docs/cefr/goethe_a1_wortliste.pdf
bilden,bilden,verb,bilden,docs/cefr/goethe_a1_wortliste.pdf
Zertifikat,zertifikat,noun,zertifikat,docs/cefr/goethe_a1_wortliste.pdf
Grundbaustein,grundbaustein,noun,grundbaustein,docs/cefr/goethe_a1_wortliste.pdf
Fremdsprache,fremdsprache,noun,fremdsprache,docs/cefr/goethe_a1_wortliste.pdf
zentrale,zentrale,adjective,zentral,docs/cefr/goethe_a1_wortliste.pdf
Volkshochschulverbands,volkshochschulverbands,noun,volkshochschulverbands,docs/cefr/goethe_a1_wortliste.pdf
Frankfurt,frankfurt,proper noun,frankfurt,docs/cefr/goethe_a1_wortliste.pdf
dritte,dritte,adjective,dritter,docs/cefr/goethe_a1_wortliste.pdf
revidierte,revidierte,verb,revidieren,docs/cefr/goethe_a1_wortliste.pdf
Auflage,auflage,noun,auflage,docs/cefr/goethe_a1_wortliste.pdf
Broschüre,broschüre,noun,broschüre,docs/cefr/goethe_a1_wortliste.pdf
vereinigten,vereinigten,verb,vereinigen,docs/cefr/goethe_a1_wortliste.pdf
Inventarlisten,inventarlisten,noun,inventarlist,docs/cefr/goethe_a1_wortliste.pdf
vergli,vergli,proper noun,vergli,docs/cefr/goethe_a1_wortliste.pdf
Kompendien,kompendien,noun,kompendie,docs/cefr/goethe_a1_wortliste.pdf
Profile,profile,noun,profil,docs/cefr/goethe_a1_wortliste.pdf
Europarat,europarat,proper noun,europarat,docs/cefr/goethe_a1_wortliste.pdf
ÖSD,ösd,proper noun,ösd,docs/cefr/goethe_a1_wortliste.pdf
Nationes,nationes,proper noun,natione,docs/cefr/goethe_a1_wortliste.pdf
München,münchen,proper noun,münchen,docs/cefr/goethe_a1_wortliste.pdf
Langenscheidt,langenscheidt,proper noun,langenscheidt,docs/cefr/goethe_a1_wortliste.pdf
Level,level,noun,level,docs/cefr/goethe_a1_wortliste.pdf
unveröffentlichte,unveröffentlichte,verb,unveröffentlicht,docs/cefr/goethe_a1_wortliste.pdf
Arbeitsfassung,arbeitsfassung,noun,arbeitsfassung,docs/cefr/goethe_a1_wortliste.pdf
John,john,proper noun,john,docs/cefr/goethe_a1_wortliste.pdf
Trim,trim,proper noun,trim,docs/cefr/goethe_a1_wortliste.pdf
Cambridge,cambridge,proper noun,cambridge,docs/cefr/goethe_a1_wortliste.pdf
eins,eins,pronoun,einer,docs/cefr/goethe_a1_wortliste.pdf
achtzehn,achtzehn,numeral,achtzehn,docs/cefr/goethe_a1_wortliste.pdf
neunzehn,neunzehn,numeral,neunzehn,docs/cefr/goethe_a1_wortliste.pdf
drei,drei,numeral,drei,docs/cefr/goethe_a1_wortliste.pdf
zwanzig,zwanzig,numeral,zwanzig,docs/cefr/goethe_a1_wortliste.pdf
einundzwanzig,einundzwanzig,adverb,einundzwanzig,docs/cefr/goethe_a1_wortliste.pdf
fünf,fünf,numeral,fünf,docs/cefr/goethe_a1_wortliste.pdf
dreißig,dreißig,numeral,dreißig,docs/cefr/goethe_a1_wortliste.pdf
sechs,sechs,numeral,sechs,docs/cefr/goethe_a1_wortliste.pdf
vierzig,vierzig,numeral,vierzig,docs/cefr/goethe_a1_wortliste.pdf
sieben,sieben,numeral,sieben,docs/cefr/goethe_a1_wortliste.pdf
fünfzig,fünfzig,numeral,fünfzig,docs/cefr/goethe_a1_wortliste.pdf
acht,acht,numeral,acht,docs/cefr/goethe_a1_wortliste.pdf
sechzig,sechzig,numeral,sechzig,docs/cefr/goethe_a1_wortliste.pdf
neun,neun,numeral,neun,docs/cefr/goethe_a1_wortliste.pdf
siebzig,siebzig,numeral,siebzig,docs/cefr/goethe_a1_wortliste.pdf
zehn,zehn,numeral,zehn,docs/cefr/goethe_a1_wortliste.pdf
achtzig,achtzig,numeral,achtzig,docs/cefr/goethe_a1_wortliste.pdf
elf,elf,numeral,elf,docs/cefr/goethe_a1_wortliste.pdf
neunzig,neunzig,numeral,neunzig,docs/cefr/goethe_a1_wortliste.pdf
zwölf,zwölf,numeral,zwölf,docs/cefr/goethe_a1_wortliste.pdf
hundert,hundert,numeral,hundert,docs/cefr/goethe_a1_wortliste.pdf
dreizehn,dreizehn,numeral,dreizehn,docs/cefr/goethe_a1_wortliste.pdf
hunderteins,hunderteins,proper noun,hundertein,docs/cefr/goethe_a1_wortliste.pdf
vierzehn,vierzehn,numeral,vierzehn,docs/cefr/goethe_a1_wortliste.pdf
zweihundert,zweihundert,numeral,zweihundert,docs/cefr/goethe_a1_wortliste.pdf
fünfzehn,fünfzehn,numeral,fünfzehn,docs/cefr/goethe_a1_wortliste.pdf
tausend,tausend,numeral,tausend,docs/cefr/goethe_a1_wortliste.pdf
sechzehn,sechzehn,numeral,sechzehn,docs/cefr/goethe_a1_wortliste.pdf
Million,million,noun,million,docs/cefr/goethe_a1_wortliste.pdf
siebzehn,siebzehn,numeral,siebzehn,docs/cefr/goethe_a1_wortliste.pdf
Milliarde,milliarde,noun,milliarde,docs/cefr/goethe_a1_wortliste.pdf
zweite,zweite,adjective,zweiter,docs/cefr/goethe_a1_wortliste.pdf
vierte,vierte,adjective,vierter,docs/cefr/goethe_a1_wortliste.pdf
halb,halb,adverb,halb,docs/cefr/goethe_a1_wortliste.pdf
Uhrzeit,uhrzeit,noun,uhrzeit,docs/cefr/goethe_a1_wortliste.pdf
Viertel,viertel,noun,viertel,docs/cefr/goethe_a1_wortliste.pdf
neunzehnhundertneunundneunzig,neunzehnhundertneunundneunzig,adverb,neunzehnhundertneunundneunzig,docs/cefr/goethe_a1_wortliste.pdf
zweitausendvierzehn,zweitausendvierzehn,proper noun,zweitausendvierzehn,docs/cefr/goethe_a1_wortliste.pdf
März,märz,noun,märz,docs/cefr/goethe_a1_wortliste.pdf
Berlin,berlin,proper noun,berlin,docs/cefr/goethe_a1_wortliste.pdf
April,april,noun,april,docs/cefr/goethe_a1_wortliste.pdf
zwölfter,zwölfter,noun,zwölfter,docs/cefr/goethe_a1_wortliste.pdf
Vierter,vierter,noun,vierte,docs/cefr/goethe_a1_wortliste.pdf
zweitausendzwei,zweitausendzwei,verb,zweitausendzwei,docs/cefr/goethe_a1_wortliste.pdf
Uhr,uhr,noun,uhr,docs/cefr/goethe_a1_wortliste.pdf
null,null,numeral,null,docs/cefr/goethe_a1_wortliste.pdf
vierundzwanzig,vierundzwanzig,numeral,vierundzwanzig,docs/cefr/goethe_a1_wortliste.pdf
Minuten,minuten,noun,minute,docs/cefr/goethe_a1_wortliste.pdf
nach,nach,preposition,nach,docs/cefr/goethe_a1_wortliste.pdf
Zeitmaße,zeitmaße,noun,zeitmaße,docs/cefr/goethe_a1_wortliste.pdf
Zeitangaben,zeitangaben,noun,zeitangabe,docs/cefr/goethe_a1_wortliste.pdf
Sekunde,sekunde,noun,sekunde,docs/cefr/goethe_a1_wortliste.pdf
Tag,tag,noun,tag,docs/cefr/goethe_a1_wortliste.pdf
Woche,woche,noun,woche,docs/cefr/goethe_a1_wortliste.pdf
Stunde,stunde,noun,stunde,docs/cefr/goethe_a1_wortliste.pdf
Wochentag,wochentag,noun,wochentag,docs/cefr/goethe_a1_wortliste.pdf
Wochenende,wochenende,noun,wochenende,docs/cefr/goethe_a1_wortliste.pdf
Sonntag,sonntag,noun,sonntag,docs/cefr/goethe_a1_wortliste.pdf
Montag,montag,noun,montag,docs/cefr/goethe_a1_wortliste.pdf
Dienstag,dienstag,noun,dienstag,docs/cefr/goethe_a1_wortliste.pdf
Mittwoch,mittwoch,noun,mittwoch,docs/cefr/goethe_a1_wortliste.pdf
Donnerstag,donnerstag,noun,donnerstag,docs/cefr/goethe_a1_wortliste.pdf
Freitag,freitag,noun,freitag,docs/cefr/goethe_a1_wortliste.pdf
Samstag,samstag,noun,samstag,docs/cefr/goethe_a1_wortliste.pdf
Sonnabend,sonnabend,noun,sonnabend,docs/cefr/goethe_a1_wortliste.pdf
Tageszeiten,tageszeiten,noun,tageszeit,docs/cefr/goethe_a1_wortliste.pdf
Nachmittag,nachmittag,noun,nachmittag,docs/cefr/goethe_a1_wortliste.pdf
Morgen,morgen,adverb,morgen,docs/cefr/goethe_a1_wortliste.pdf
Abend,abend,noun,abend,docs/cefr/goethe_a1_wortliste.pdf
Vormittag,vormittag,noun,vormittag,docs/cefr/goethe_a1_wortliste.pdf
Nacht,nacht,noun,nacht,docs/cefr/goethe_a1_wortliste.pdf
Mittag,mittag,noun,mittag,docs/cefr/goethe_a1_wortliste.pdf
Monatsnamen,monatsnamen,noun,monatsname,docs/cefr/goethe_a1_wortliste.pdf
Januar,januar,noun,januar,docs/cefr/goethe_a1_wortliste.pdf
Juli,juli,noun,juli,docs/cefr/goethe_a1_wortliste.pdf
Februar,februar,noun,februar,docs/cefr/goethe_a1_wortliste.pdf
August,august,proper noun,august,docs/cefr/goethe_a1_wortliste.pdf
September,september,noun,september,docs/cefr/goethe_a1_wortliste.pdf
Oktober,oktober,noun,oktober,docs/cefr/goethe_a1_wortliste.pdf
Mai,mai,noun,mai,docs/cefr/goethe_a1_wortliste.pdf
November,november,noun,november,docs/cefr/goethe_a1_wortliste.pdf
Juni,juni,noun,juni,docs/cefr/goethe_a1_wortliste.pdf
Dezember,dezember,noun,dezember,docs/cefr/goethe_a1_wortliste.pdf
Jahreszeiten,jahreszeiten,noun,jahreszeit,docs/cefr/goethe_a1_wortliste.pdf
Frühling,frühling,noun,frühling,docs/cefr/goethe_a1_wortliste.pdf
Frühjahr,frühjahr,noun,frühjahr,docs/cefr/goethe_a1_wortliste.pdf
Herbst,herbst,noun,herbst,docs/cefr/goethe_a1_wortliste.pdf
Sommer,sommer,noun,sommer,docs/cefr/goethe_a1_wortliste.pdf
Winter,winter,noun,winter,docs/cefr/goethe_a1_wortliste.pdf
Währungen,währungen,noun,währung,docs/cefr/goethe_a1_wortliste.pdf
Euro,euro,noun,euro,docs/cefr/goethe_a1_wortliste.pdf
Cent,cent,noun,cent,docs/cefr/goethe_a1_wortliste.pdf
Maße,maße,noun,maß,docs/cefr/goethe_a1_wortliste.pdf
Gewichte,gewichte,noun,gewicht,docs/cefr/goethe_a1_wortliste.pdf
Meter,meter,noun,meter,docs/cefr/goethe_a1_wortliste.pdf
Zentimeter,zentimeter,noun,zentimeter,docs/cefr/goethe_a1_wortliste.pdf
Kilometer,kilometer,noun,kilometer,docs/cefr/goethe_a1_wortliste.pdf
Quadratmeter,quadratmeter,noun,quadratmeter,docs/cefr/goethe_a1_wortliste.pdf
Grad,grad,noun,grad,docs/cefr/goethe_a1_wortliste.pdf
minus,minus,preposition,minus,docs/cefr/goethe_a1_wortliste.pdf
plus,plus,conjunction,plus,docs/cefr/goethe_a1_wortliste.pdf
Prozent,prozent,noun,prozent,docs/cefr/goethe_a1_wortliste.pdf
Liter,liter,noun,liter,docs/cefr/goethe_a1_wortliste.pdf
Gramm,gramm,noun,gramm,docs/cefr/goethe_a1_wortliste.pdf
Pfund,pfund,noun,pfund,docs/cefr/goethe_a1_wortliste.pdf
Kilo,kilo,noun,kilo,docs/cefr/goethe_a1_wortliste.pdf
Länder,länder,noun,land,docs/cefr/goethe_a1_wortliste.pdf
Ländernamen,ländernamen,noun,ländernam,docs/cefr/goethe_a1_wortliste.pdf
Europa,europa,proper noun,europa,docs/cefr/goethe_a1_wortliste.pdf
Europäer,europäer,noun,europäer,docs/cefr/goethe_a1_wortliste.pdf
europäisch,europäisch,adverb,europäisch,docs/cefr/goethe_a1_wortliste.pdf
Angabe,angabe,noun,angabe,docs/cefr/goethe_a1_wortliste.pdf
eigenen,eigenen,adjective,eigen,docs/cefr/goethe_a1_wortliste.pdf
Bewohner,bewohner,noun,bewohner,docs/cefr/goethe_a1_wortliste.pdf
Türkei,türkei,proper noun,türkei,docs/cefr/goethe_a1_wortliste.pdf
Türke,türke,noun,türke,docs/cefr/goethe_a1_wortliste.pdf
Türkin,türkin,noun,türkin,docs/cefr/goethe_a1_wortliste.pdf
türkisch,türkisch,adverb,türkisch,docs/cefr/goethe_a1_wortliste.pdf
Finnland,finnland,proper noun,finnland,docs/cefr/goethe_a1_wortliste.pdf
Finne,finne,noun,finne,docs/cefr/goethe_a1_wortliste.pdf
Finnin,finnin,proper noun,finnin,docs/cefr/goethe_a1_wortliste.pdf
finnisch,finnisch,adverb,finnisch,docs/cefr/goethe_a1_wortliste.pdf
Mexiko,mexiko,proper noun,mexiko,docs/cefr/goethe_a1_wortliste.pdf
Mexikaner,mexikaner,noun,mexikaner,docs/cefr/goethe_a1_wortliste.pdf
Mexikanerin,mexikanerin,noun,mexikanerin,docs/cefr/goethe_a1_wortliste.pdf
mexikanisch,mexikanisch,adverb,mexikanisch,docs/cefr/goethe_a1_wortliste.pdf
Farben,farben,noun,farbe,docs/cefr/goethe_a1_wortliste.pdf
schwarz,schwarz,adverb,schwarz,docs/cefr/goethe_a1_wortliste.pdf
grau,grau,adverb,grau,docs/cefr/goethe_a1_wortliste.pdf
blau,blau,adverb,blau,docs/cefr/goethe_a1_wortliste.pdf
grün,grün,adverb,grün,docs/cefr/goethe_a1_wortliste.pdf
weiß,weiß,verb,wissen,docs/cefr/goethe_a1_wortliste.pdf
rot,rot,adverb,rot,docs/cefr/goethe_a1_wortliste.pdf
gelb,gelb,adverb,gelb,docs/cefr/goethe_a1_wortliste.pdf
braun,braun,proper noun,braun,docs/cefr/goethe_a1_wortliste.pdf
Himmelsrichtungen,himmelsrichtungen,noun,himmelsrichtung,docs/cefr/goethe_a1_wortliste.pdf
Norden,norden,noun,norden,docs/cefr/goethe_a1_wortliste.pdf
Süden,süden,noun,süden,docs/cefr/goethe_a1_wortliste.pdf
Westen,westen,noun,westen,docs/cefr/goethe_a1_wortliste.pdf
Osten,osten,noun,osten,docs/cefr/goethe_a1_wortliste.pdf
ab,ab,preposition,ab,docs/cefr/goethe_a1_wortliste.pdf
muss,muss,verb,mussen,docs/cefr/goethe_a1_wortliste.pdf
ich,ich,pronoun,ich,docs/cefr/goethe_a1_wortliste.pdf
arbeiten,arbeiten,verb,arbeiten,docs/cefr/goethe_a1_wortliste.pdf
oft,oft,adverb,oft,docs/cefr/goethe_a1_wortliste.pdf
Büro,büro,noun,büro,docs/cefr/goethe_a1_wortliste.pdf
nur,nur,adverb,nur,docs/cefr/goethe_a1_wortliste.pdf
abfahren,abfahren,verb,abfahren,docs/cefr/goethe_a1_wortliste.pdf
Wir,wir,pronoun,wir,docs/cefr/goethe_a1_wortliste.pdf
fahren,fahren,verb,fahren,docs/cefr/goethe_a1_wortliste.pdf
Abfahrt,abfahrt,noun,abfahrt,docs/cefr/goethe_a1_wortliste.pdf
rufe,rufe,verb,rufen,docs/cefr/goethe_a1_wortliste.pdf
abgeben,abgeben,verb,abgeben,docs/cefr/goethe_a1_wortliste.pdf
meine,meine,article,mein,docs/cefr/goethe_a1_wortliste.pdf
Schlüssel,schlüssel,noun,schlüssel,docs/cefr/goethe_a1_wortliste.pdf
abholen,abholen,verb,abholen,docs/cefr/goethe_a1_wortliste.pdf
Wann,wann,conjunction,wann,docs/cefr/goethe_a1_wortliste.pdf
kann,kann,verb,können,docs/cefr/goethe_a1_wortliste.pdf
Schrank,schrank,noun,schrank,docs/cefr/goethe_a1_wortliste.pdf
dir,dir,pronoun,dir,docs/cefr/goethe_a1_wortliste.pdf
müssen,müssen,verb,müssen,docs/cefr/goethe_a1_wortliste.pdf
noch,noch,conjunction,noch,docs/cefr/goethe_a1_wortliste.pdf
meinen,meinen,verb,meinen,docs/cefr/goethe_a1_wortliste.pdf
Bruder,bruder,noun,bruder,docs/cefr/goethe_a1_wortliste.pdf
Absender,absender,noun,absender,docs/cefr/goethe_a1_wortliste.pdf
Da,da,conjunction,da,docs/cefr/goethe_a1_wortliste.pdf
Brief,brief,noun,brief,docs/cefr/goethe_a1_wortliste.pdf
dich,dich,pronoun,dich,docs/cefr/goethe_a1_wortliste.pdf
ohne,ohne,preposition,ohne,docs/cefr/goethe_a1_wortliste.pdf
Achtung,achtung,noun,achtung,docs/cefr/goethe_a1_wortliste.pdf
dürfen,dürfen,verb,dürfen,docs/cefr/goethe_a1_wortliste.pdf
tun,tun,verb,tun,docs/cefr/goethe_a1_wortliste.pdf
Können,können,noun,können,docs/cefr/goethe_a1_wortliste.pdf
mir,mir,pronoun,mir,docs/cefr/goethe_a1_wortliste.pdf
seine,seine,article,sein,docs/cefr/goethe_a1_wortliste.pdf
sagen,sagen,verb,sagen,docs/cefr/goethe_a1_wortliste.pdf
all,all,article,all,docs/cefr/goethe_a1_wortliste.pdf
Gute,gute,adverb,gut,docs/cefr/goethe_a1_wortliste.pdf
Freunde,freunde,noun,freund,docs/cefr/goethe_a1_wortliste.pdf
kommen,kommen,verb,kommen,docs/cefr/goethe_a1_wortliste.pdf
Hast,hast,verb,hast,docs/cefr/goethe_a1_wortliste.pdf
du,du,pronoun,du,docs/cefr/goethe_a1_wortliste.pdf
allein,allein,adverb,allein,docs/cefr/goethe_a1_wortliste.pdf
Er,er,pronoun,er,docs/cefr/goethe_a1_wortliste.pdf
also,also,adverb,also,docs/cefr/goethe_a1_wortliste.pdf
so,so,adverb,so,docs/cefr/goethe_a1_wortliste.pdf
hat,hat,verb,haben,docs/cefr/goethe_a1_wortliste.pdf
Zeit,zeit,noun,zeit,docs/cefr/goethe_a1_wortliste.pdf
uns,uns,pronoun,uns,docs/cefr/goethe_a1_wortliste.pdf
