text,norm,category,lemma,source
Museum,museum,noun,museum,docs/cefr/goethe_a1_wortliste.pdf
kümmern,kümmern,verb,kümmern,docs/cefr/goethe_a1_wortliste.pdf
Mutter,mutter,noun,mutter,docs/cefr/goethe_a1_wortliste.pdf
Ricardo,ricardo,proper noun,ricardo,docs/cefr/goethe_a1_wortliste.pdf
kurzes,kurzes,adjective,kurz,docs/cefr/goethe_a1_wortliste.pdf
lachen,lachen,verb,lachen,docs/cefr/goethe_a1_wortliste.pdf
Laden,laden,noun,laden,docs/cefr/goethe_a1_wortliste.pdf
Buchladen,buchladen,noun,buchladen,docs/cefr/goethe_a1_wortliste.pdf
lang,lang,adverb,lang,docs/cefr/goethe_a1_wortliste.pdf
langsam,langsam,adverb,langsam,docs/cefr/goethe_a1_wortliste.pdf
Könnten,könnten,verb,könnten,docs/cefr/goethe_a1_wortliste.pdf
laufen,laufen,verb,laufen,docs/cefr/goethe_a1_wortliste.pdf
laut,laut,preposition,laut,docs/cefr/goethe_a1_wortliste.pdf
schläft,schläft,verb,schlafen,docs/cefr/goethe_a1_wortliste.pdf
Leben,leben,noun,leben,docs/cefr/goethe_a1_wortliste.pdf
mittel,mittel,noun,mittel,docs/cefr/goethe_a1_wortliste.pdf
Supermarkt,supermarkt,noun,supermarkt,docs/cefr/goethe_a1_wortliste.pdf
Ledig,ledig,proper noun,ledig,docs/cefr/goethe_a1_wortliste.pdf
legen,legen,verb,legen,docs/cefr/goethe_a1_wortliste.pdf
Tisch,tisch,noun,tisch,docs/cefr/goethe_a1_wortliste.pdf
Deutschlehrerin,deutschlehrerin,noun,deutschlehrerin,docs/cefr/goethe_a1_wortliste.pdf
Seid,seid,noun,seid,docs/cefr/goethe_a1_wortliste.pdf
rquez,rquez,adjective,rquezn,docs/cefr/goethe_a1_wortliste.pdf
letzt,letzt,adverb,letzt,docs/cefr/goethe_a1_wortliste.pdf
letzte,letzte,adjective,letzter,docs/cefr/goethe_a1_wortliste.pdf
Kurstag,kurstag,noun,kurstag,docs/cefr/goethe_a1_wortliste.pdf
Disko,disko,noun,disko,docs/cefr/goethe_a1_wortliste.pdf
Liebe,liebe,noun,liebe,docs/cefr/goethe_a1_wortliste.pdf
Susanne,susanne,proper noun,susanne,docs/cefr/goethe_a1_wortliste.pdf
Hans,hans,proper noun,hans,docs/cefr/goethe_a1_wortliste.pdf
lieben,lieben,verb,lieben,docs/cefr/goethe_a1_wortliste.pdf
liebe,liebe,verb,liebe,docs/cefr/goethe_a1_wortliste.pdf
Lieblingsfilm,lieblingsfilm,noun,lieblingsfilm,docs/cefr/goethe_a1_wortliste.pdf
Schwarze,schwarze,noun,schwarze,docs/cefr/goethe_a1_wortliste.pdf
Lieblingslied,lieblingslied,noun,lieblingslied,docs/cefr/goethe_a1_wortliste.pdf
Um,um,conjunction,um,docs/cefr/goethe_a1_wortliste.pdf
Judith,judith,proper noun,judith,docs/cefr/goethe_a1_wortliste.pdf
Main,main,proper noun,main,docs/cefr/goethe_a1_wortliste.pdf
Lkw,lkw,noun,lkw,docs/cefr/goethe_a1_wortliste.pdf
Lastkraftwagen,lastkraftwagen,noun,lastkraftwage,docs/cefr/goethe_a1_wortliste.pdf
Lokal,lokal,noun,lokal,docs/cefr/goethe_a1_wortliste.pdf
lustig,lustig,adverb,lustig,docs/cefr/goethe_a1_wortliste.pdf
Mertens,mertens,proper noun,merten,docs/cefr/goethe_a1_wortliste.pdf
männlich,männlich,adverb,männlich,docs/cefr/goethe_a1_wortliste.pdf
Kreuzen,kreuzen,noun,kreuze,docs/cefr/goethe_a1_wortliste.pdf
weiblich,weiblich,adverb,weiblich,docs/cefr/goethe_a1_wortliste.pdf
Maschine,maschine,noun,maschine,docs/cefr/goethe_a1_wortliste.pdf
Waschmaschine,waschmaschine,noun,waschmaschine,docs/cefr/goethe_a1_wortliste.pdf
Vater,vater,noun,vater,docs/cefr/goethe_a1_wortliste.pdf
meist,meist,adverb,meist,docs/cefr/goethe_a1_wortliste.pdf
meisten,meisten,pronoun,meister,docs/cefr/goethe_a1_wortliste.pdf
Norddeutschen,norddeutschen,noun,norddeutschen,docs/cefr/goethe_a1_wortliste.pdf
Mensch,mensch,noun,mensch,docs/cefr/goethe_a1_wortliste.pdf
anders,anders,adverb,anders,docs/cefr/goethe_a1_wortliste.pdf
mitbringen,mitbringen,verb,mitbringen,docs/cefr/goethe_a1_wortliste.pdf
mitkommen,mitkommen,verb,mitkommen,docs/cefr/goethe_a1_wortliste.pdf
mitmachen,mitmachen,verb,mitmachen,docs/cefr/goethe_a1_wortliste.pdf
Warum,warum,adverb,warum,docs/cefr/goethe_a1_wortliste.pdf
Mitte,mitte,noun,mitte,docs/cefr/goethe_a1_wortliste.pdf
Klassenzimmers,klassenzimmers,noun,klassenzimmer,docs/cefr/goethe_a1_wortliste.pdf
Magst,magst,adverb,magst,docs/cefr/goethe_a1_wortliste.pdf
Tee,tee,noun,tee,docs/cefr/goethe_a1_wortliste.pdf
müde,müde,adverb,müde,docs/cefr/goethe_a1_wortliste.pdf
Mund,mund,noun,mund,docs/cefr/goethe_a1_wortliste.pdf
Öffnen,öffnen,noun,öffnen,docs/cefr/goethe_a1_wortliste.pdf
Berghäuser,berghäuser,noun,berghaus,docs/cefr/goethe_a1_wortliste.pdf
nächst,nächst,adverb,nächst,docs/cefr/goethe_a1_wortliste.pdf
Thomas,thomas,proper noun,thomas,docs/cefr/goethe_a1_wortliste.pdf
Schmidt,schmidt,proper noun,schmidt,docs/cefr/goethe_a1_wortliste.pdf
Vorname,vorname,noun,vorname,docs/cefr/goethe_a1_wortliste.pdf
stimmt,stimmt,verb,stimmen,docs/cefr/goethe_a1_wortliste.pdf
nie,nie,adverb,nie,docs/cefr/goethe_a1_wortliste.pdf
pünktlich,pünktlich,adverb,pünktlich,docs/cefr/goethe_a1_wortliste.pdf
Vielleicht,vielleicht,adverb,vielleicht,docs/cefr/goethe_a1_wortliste.pdf
normal,normal,adverb,normal,docs/cefr/goethe_a1_wortliste.pdf
Hausnummer,hausnummer,noun,hausnummer,docs/cefr/goethe_a1_wortliste.pdf
oben,oben,adverb,oben,docs/cefr/goethe_a1_wortliste.pdf
Obst,obst,noun,obst,docs/cefr/goethe_a1_wortliste.pdf
öffnen,öffnen,verb,öffnen,docs/cefr/goethe_a1_wortliste.pdf
samstags,samstags,adverb,samstags,docs/cefr/goethe_a1_wortliste.pdf
Petra,petra,proper noun,petra,docs/cefr/goethe_a1_wortliste.pdf
Öl,öl,noun,öl,docs/cefr/goethe_a1_wortliste.pdf
Salat,salat,noun,salat,docs/cefr/goethe_a1_wortliste.pdf
tot,tot,adverb,tot,docs/cefr/goethe_a1_wortliste.pdf
Opa,opa,noun,opa,docs/cefr/goethe_a1_wortliste.pdf
Ordnung,ordnung,noun,ordnung,docs/cefr/goethe_a1_wortliste.pdf
Ort,ort,noun,ort,docs/cefr/goethe_a1_wortliste.pdf
Papier,papier,noun,papier,docs/cefr/goethe_a1_wortliste.pdf
dabei,dabei,adverb,dabei,docs/cefr/goethe_a1_wortliste.pdf
Partner,partner,noun,partner,docs/cefr/goethe_a1_wortliste.pdf
Partnerin,partnerin,noun,partnerin,docs/cefr/goethe_a1_wortliste.pdf
Party,party,noun,party,docs/cefr/goethe_a1_wortliste.pdf
Mittagspause,mittagspause,noun,mittagspause,docs/cefr/goethe_a1_wortliste.pdf
Stadtplan,stadtplan,noun,stadtplan,docs/cefr/goethe_a1_wortliste.pdf
Tut,tut,verb,tut,docs/cefr/goethe_a1_wortliste.pdf
leid,leid,noun,leid,docs/cefr/goethe_a1_wortliste.pdf
Messeplatz,messeplatz,noun,messeplatz,docs/cefr/goethe_a1_wortliste.pdf
Postleitzahl,postleitzahl,noun,postleitzahl,docs/cefr/goethe_a1_wortliste.pdf
Praktikum,praktikum,noun,praktikum,docs/cefr/goethe_a1_wortliste.pdf
Siemens,siemens,proper noun,siemens,docs/cefr/goethe_a1_wortliste.pdf
Praxis,praxis,noun,praxis,docs/cefr/goethe_a1_wortliste.pdf
Problem,problem,noun,problem,docs/cefr/goethe_a1_wortliste.pdf
Prospekt,prospekt,noun,prospekt,docs/cefr/goethe_a1_wortliste.pdf
schicken,schicken,verb,schicken,docs/cefr/goethe_a1_wortliste.pdf
Rad,rad,noun,rad,docs/cefr/goethe_a1_wortliste.pdf
Rechnung,rechnung,noun,rechnung,docs/cefr/goethe_a1_wortliste.pdf
Schillerstraße,schillerstraße,proper noun,schillerstraße,docs/cefr/goethe_a1_wortliste.pdf
Regen,regen,noun,regen,docs/cefr/goethe_a1_wortliste.pdf
raus,raus,adverb,raus,docs/cefr/goethe_a1_wortliste.pdf
Reis,reis,noun,reis,docs/cefr/goethe_a1_wortliste.pdf
reisen,reisen,verb,reisen,docs/cefr/goethe_a1_wortliste.pdf
Österreich,österreich,proper noun,österreich,docs/cefr/goethe_a1_wortliste.pdf
Reisebüro,reisebüro,noun,reisebüro,docs/cefr/goethe_a1_wortliste.pdf
Reiseführer,reiseführer,noun,reiseführer,docs/cefr/goethe_a1_wortliste.pdf
reparieren,reparieren,verb,reparieren,docs/cefr/goethe_a1_wortliste.pdf
Reparatur,reparatur,noun,reparatur,docs/cefr/goethe_a1_wortliste.pdf
Rezeption,rezeption,noun,rezeption,docs/cefr/goethe_a1_wortliste.pdf
Habe,habe,verb,habe,docs/cefr/goethe_a1_wortliste.pdf
riechen,riechen,verb,riechen,docs/cefr/goethe_a1_wortliste.pdf
ruhig,ruhig,adverb,ruhig,docs/cefr/goethe_a1_wortliste.pdf
ruhiges,ruhiges,adjective,ruhig,docs/cefr/goethe_a1_wortliste.pdf
Saft,saft,noun,saft,docs/cefr/goethe_a1_wortliste.pdf
Apfelsaft,apfelsaft,noun,apfelsaft,docs/cefr/goethe_a1_wortliste.pdf
Sag,sag,verb,sag,docs/cefr/goethe_a1_wortliste.pdf
Salz,salz,noun,salz,docs/cefr/goethe_a1_wortliste.pdf
Ober,ober,proper noun,ober,docs/cefr/goethe_a1_wortliste.pdf
Satz,satz,noun,satz,docs/cefr/goethe_a1_wortliste.pdf
S-Bahn,s-bahn,noun,s-bahn,docs/cefr/goethe_a1_wortliste.pdf
scheinen,scheinen,verb,scheinen,docs/cefr/goethe_a1_wortliste.pdf
Sonne,sonne,noun,sonne,docs/cefr/goethe_a1_wortliste.pdf
Schild,schild,noun,schild,docs/cefr/goethe_a1_wortliste.pdf
Schinken,schinken,noun,schinken,docs/cefr/goethe_a1_wortliste.pdf
Schinkenbrot,schinkenbrot,proper noun,schinkenbrot,docs/cefr/goethe_a1_wortliste.pdf
meistens,meistens,adverb,meistens,docs/cefr/goethe_a1_wortliste.pdf
schlecht,schlecht,adverb,schlecht,docs/cefr/goethe_a1_wortliste.pdf
schlechtes,schlechtes,adjective,schlecht,docs/cefr/goethe_a1_wortliste.pdf
Schluss,schluss,noun,schluss,docs/cefr/goethe_a1_wortliste.pdf
allen,allen,article,aller,docs/cefr/goethe_a1_wortliste.pdf
Zimmerschlüssel,zimmerschlüssel,noun,zimmerschlüssel,docs/cefr/goethe_a1_wortliste.pdf
Schmeckt,schmeckt,adverb,schmecken,docs/cefr/goethe_a1_wortliste.pdf
Schönen,schönen,noun,schöne,docs/cefr/goethe_a1_wortliste.pdf
Schülerinnen,schülerinnen,noun,schülerin,docs/cefr/goethe_a1_wortliste.pdf
schwer,schwer,adverb,schwer,docs/cefr/goethe_a1_wortliste.pdf
See,see,noun,see,docs/cefr/goethe_a1_wortliste.pdf
Starnberger,starnberger,proper noun,starnberger,docs/cefr/goethe_a1_wortliste.pdf
Sehenswürdigkeit,sehenswürdigkeit,noun,sehenswürdigkeit,docs/cefr/goethe_a1_wortliste.pdf
dreiundzwanzig,dreiundzwanzig,numeral,dreiundzwanzig,docs/cefr/goethe_a1_wortliste.pdf
Fenster,fenster,noun,fenster,docs/cefr/goethe_a1_wortliste.pdf
weg,weg,adverb,weg,docs/cefr/goethe_a1_wortliste.pdf
selbstständig,selbstständig,adverb,selbstständig,docs/cefr/goethe_a1_wortliste.pdf
erst,erst,adverb,erst,docs/cefr/goethe_a1_wortliste.pdf
wär,wär,verb,wär,docs/cefr/goethe_a1_wortliste.pdf
Sofa,sofa,noun,sofa,docs/cefr/goethe_a1_wortliste.pdf
Speisekarte,speisekarte,noun,speisekarte,docs/cefr/goethe_a1_wortliste.pdf
Spielen,spielen,noun,spielen,docs/cefr/goethe_a1_wortliste.pdf
sprichst,sprichst,verb,sprichst,docs/cefr/goethe_a1_wortliste.pdf
Stell,stell,adverb,stell,docs/cefr/goethe_a1_wortliste.pdf
welcher,welcher,pronoun,welcher,docs/cefr/goethe_a1_wortliste.pdf
Straßenbahn,straßenbahn,noun,straßenbahn,docs/cefr/goethe_a1_wortliste.pdf
studieren,studieren,verb,studieren,docs/cefr/goethe_a1_wortliste.pdf
Studium,studium,noun,studium,docs/cefr/goethe_a1_wortliste.pdf
Student,student,noun,student,docs/cefr/goethe_a1_wortliste.pdf
Studentin,studentin,noun,studentin,docs/cefr/goethe_a1_wortliste.pdf
Suchst,suchst,proper noun,suchst,docs/cefr/goethe_a1_wortliste.pdf
Tanzen,tanzen,noun,tanzen,docs/cefr/goethe_a1_wortliste.pdf
Taxi,taxi,noun,taxi,docs/cefr/goethe_a1_wortliste.pdf
morgens,morgens,adverb,morgens,docs/cefr/goethe_a1_wortliste.pdf
Lies,lies,proper noun,lies,docs/cefr/goethe_a1_wortliste.pdf
Ticket,ticket,noun,ticket,docs/cefr/goethe_a1_wortliste.pdf
Katharina,katharina,proper noun,katharina,docs/cefr/goethe_a1_wortliste.pdf
Tomate,tomate,noun,tomate,docs/cefr/goethe_a1_wortliste.pdf
freitags,freitags,adverb,freitags,docs/cefr/goethe_a1_wortliste.pdf
Treppe,treppe,noun,treppe,docs/cefr/goethe_a1_wortliste.pdf
tschüss,tschüss,proper noun,tschüss,docs/cefr/goethe_a1_wortliste.pdf
umziehen,umziehen,verb,umziehen,docs/cefr/goethe_a1_wortliste.pdf
Nächsten,nächsten,noun,nächsten,docs/cefr/goethe_a1_wortliste.pdf
Helmut,helmut,proper noun,helmut,docs/cefr/goethe_a1_wortliste.pdf
unten,unten,adverb,unten,docs/cefr/goethe_a1_wortliste.pdf
unterschreiben,unterschreiben,verb,unterschreiben,docs/cefr/goethe_a1_wortliste.pdf
Unterschrift,unterschrift,noun,unterschrift,docs/cefr/goethe_a1_wortliste.pdf
Arbeiter,arbeiter,noun,arbeiter,docs/cefr/goethe_a1_wortliste.pdf
verboten,verboten,verb,verbieten,docs/cefr/goethe_a1_wortliste.pdf
verdienen,verdienen,verb,verdienen,docs/cefr/goethe_a1_wortliste.pdf
Verein,verein,noun,verein,docs/cefr/goethe_a1_wortliste.pdf
Sportverein,sportverein,noun,sportverein,docs/cefr/goethe_a1_wortliste.pdf
verkaufen,verkaufen,verb,verkaufen,docs/cefr/goethe_a1_wortliste.pdf
Verkäufer,verkäufer,noun,verkäufer,docs/cefr/goethe_a1_wortliste.pdf
Verkäuferin,verkäuferin,noun,verkäuferin,docs/cefr/goethe_a1_wortliste.pdf
Kaufhaus,kaufhaus,noun,kaufhaus,docs/cefr/goethe_a1_wortliste.pdf
vermieten,vermieten,verb,vermieten,docs/cefr/goethe_a1_wortliste.pdf
Vermieter,vermieter,noun,vermieter,docs/cefr/goethe_a1_wortliste.pdf
Huber,huber,proper noun,huber,docs/cefr/goethe_a1_wortliste.pdf
Polen,polen,proper noun,polen,docs/cefr/goethe_a1_wortliste.pdf
Felix,felix,proper noun,felix,docs/cefr/goethe_a1_wortliste.pdf
vorstellen,vorstellen,verb,vorstellen,docs/cefr/goethe_a1_wortliste.pdf
Vorwahl,vorwahl,noun,vorwahl,docs/cefr/goethe_a1_wortliste.pdf
wandern,wandern,verb,wandern,docs/cefr/goethe_a1_wortliste.pdf
Chiemsee,chiemsee,proper noun,chiemsee,docs/cefr/goethe_a1_wortliste.pdf
warum,warum,conjunction,warum,docs/cefr/goethe_a1_wortliste.pdf
weit,weit,adverb,weit,docs/cefr/goethe_a1_wortliste.pdf
weiter,weiter,adverb,weiter,docs/cefr/goethe_a1_wortliste.pdf
welch,welch,adverb,welcher,docs/cefr/goethe_a1_wortliste.pdf
möchtest,möchtest,verb,möchtest,docs/cefr/goethe_a1_wortliste.pdf
Welt,welt,noun,welt,docs/cefr/goethe_a1_wortliste.pdf
wenig,wenig,pronoun,wenig,docs/cefr/goethe_a1_wortliste.pdf
wichtig,wichtig,adverb,wichtig,docs/cefr/goethe_a1_wortliste.pdf
wiederholen,wiederholen,verb,wiederholen,docs/cefr/goethe_a1_wortliste.pdf
Wiederhören,wiederhören,noun,wiederhören,docs/cefr/goethe_a1_wortliste.pdf
willkommen,willkommen,adverb,willkommen,docs/cefr/goethe_a1_wortliste.pdf
Wind,wind,noun,wind,docs/cefr/goethe_a1_wortliste.pdf
Weißt,weißt,verb,weißt,docs/cefr/goethe_a1_wortliste.pdf
wohin,wohin,adverb,wohin,docs/cefr/goethe_a1_wortliste.pdf
wunderbar,wunderbar,adverb,wunderbar,docs/cefr/goethe_a1_wortliste.pdf
zurzeit,zurzeit,noun,zurzeit,docs/cefr/goethe_a1_wortliste.pdf
Öffne,öffne,verb,öffne,docs/cefr/goethe_a1_wortliste.pdf
Schlafzimmer,schlafzimmer,proper noun,schlafzimmer,docs/cefr/goethe_a1_wortliste.pdf
Zoll,zoll,noun,zoll,docs/cefr/goethe_a1_wortliste.pdf
zufrieden,zufrieden,adverb,zufrieden,docs/cefr/goethe_a1_wortliste.pdf
kommst,kommst,verb,kommst,docs/cefr/goethe_a1_wortliste.pdf
Handbuch,handbuch,noun,handbuch,docs/cefr/goethe_a1_wortliste.pdf
Sprachprüfungen,sprachprüfungen,noun,sprachprüfung,docs/cefr/goethe_a1_wortliste.pdf
Prüfungsverfahren,prüfungsverfahren,noun,prüfungsverfahren,docs/cefr/goethe_a1_wortliste.pdf
Hg,hg,proper noun,hg,docs/cefr/goethe_a1_wortliste.pdf
Association,association,noun,association,docs/cefr/goethe_a1_wortliste.pdf
of,of,proper noun,of,docs/cefr/goethe_a1_wortliste.pdf
Testers,testers,proper noun,tester,docs/cefr/goethe_a1_wortliste.pdf
Europe,europe,proper noun,europe,docs/cefr/goethe_a1_wortliste.pdf
Gemeinsamer,gemeinsamer,adverb,gemeinsamer,docs/cefr/goethe_a1_wortliste.pdf
lehren,lehren,verb,lehren,docs/cefr/goethe_a1_wortliste.pdf
urteilen,urteilen,verb,urteilen,docs/cefr/goethe_a1_wortliste.pdf
Auftrag,auftrag,noun,auftrag,docs/cefr/goethe_a1_wortliste.pdf
Rat,rat,noun,rat,docs/cefr/goethe_a1_wortliste.pdf
kulturelle,kulturelle,adjective,kulturell,docs/cefr/goethe_a1_wortliste.pdf
Zusammenarbeit,zusammenarbeit,noun,zusammenarbeit,docs/cefr/goethe_a1_wortliste.pdf
deut,deut,noun,deut,docs/cefr/goethe_a1_wortliste.pdf
sche,sche,verb,sch,docs/cefr/goethe_a1_wortliste.pdf
Ausgabe,ausgabe,noun,ausgabe,docs/cefr/goethe_a1_wortliste.pdf
Ständigen,ständigen,noun,ständig,docs/cefr/goethe_a1_wortliste.pdf
Konferenz,konferenz,noun,konferenz,docs/cefr/goethe_a1_wortliste.pdf
Kultusminister,kultusminister,noun,kultusminister,docs/cefr/goethe_a1_wortliste.pdf
Bundesrepublik,bundesrepublik,noun,bundesrepublik,docs/cefr/goethe_a1_wortliste.pdf
KMK,kmk,proper noun,kmk,docs/cefr/goethe_a1_wortliste.pdf
Kantonalen,kantonalen,proper noun,kantonalen,docs/cefr/goethe_a1_wortliste.pdf
Erziehungs,erziehungs,adverb,erziehungs,docs/cefr/goethe_a1_wortliste.pdf
direktoren,direktoren,proper noun,direktor,docs/cefr/goethe_a1_wortliste.pdf
EDK,edk,proper noun,edk,docs/cefr/goethe_a1_wortliste.pdf
österreichischen,österreichischen,adjective,österreichisch,docs/cefr/goethe_a1_wortliste.pdf
Bundesministerium,bundesministerium,noun,bundesministerium,docs/cefr/goethe_a1_wortliste.pdf
Wissenschaft,wissenschaft,noun,wissenschaft,docs/cefr/goethe_a1_wortliste.pdf
Lernzielbestimmungen,lernzielbestimmungen,noun,lernzielbestimmung,docs/cefr/goethe_a1_wortliste.pdf
Kannbeschreibungen,kannbeschreibungen,noun,kannbeschreibung,docs/cefr/goethe_a1_wortliste.pdf
kommu,kommu,proper noun,kommu,docs/cefr/goethe_a1_wortliste.pdf
nikative,nikative,noun,nikative,docs/cefr/goethe_a1_wortliste.pdf
Niveaustufen,niveaustufen,noun,niveaustuf,docs/cefr/goethe_a1_wortliste.pdf
Referenzrahmens,referenzrahmens,noun,referenzrahmens,docs/cefr/goethe_a1_wortliste.pdf
Manuela,manuela,proper noun,manuela,docs/cefr/goethe_a1_wortliste.pdf
Glaboniat,glaboniat,noun,glaboniat,docs/cefr/goethe_a1_wortliste.pdf
Martin,martin,proper noun,martin,docs/cefr/goethe_a1_wortliste.pdf
Rusch,rusch,proper noun,rusch,docs/cefr/goethe_a1_wortliste.pdf
Helen,helen,proper noun,hele,docs/cefr/goethe_a1_wortliste.pdf
Schmitz,schmitz,proper noun,schmitz,docs/cefr/goethe_a1_wortliste.pdf
Lukas,lukas,proper noun,lukas,docs/cefr/goethe_a1_wortliste.pdf
Wertenschlag,wertenschlag,noun,wertenschlag,docs/cefr/goethe_a1_wortliste.pdf
Langen,langen,proper noun,langen,docs/cefr/goethe_a1_wortliste.pdf
scheidt,scheidt,proper noun,scheidt,docs/cefr/goethe_a1_wortliste.pdf
Waystage,waystage,noun,waystage,docs/cefr/goethe_a1_wortliste.pdf
development,development,proper noun,development,docs/cefr/goethe_a1_wortliste.pdf
adult,adult,proper noun,adult,docs/cefr/goethe_a1_wortliste.pdf
intermediary,intermediary,verb,intermediary,docs/cefr/goethe_a1_wortliste.pdf
below,below,proper noun,below,docs/cefr/goethe_a1_wortliste.pdf
Threshold-Level,threshold-level,noun,threshold-level,docs/cefr/goethe_a1_wortliste.pdf
European,european,proper noun,european,docs/cefr/goethe_a1_wortliste.pdf
modern,modern,adverb,modern,docs/cefr/goethe_a1_wortliste.pdf
van,van,proper noun,van,docs/cefr/goethe_a1_wortliste.pdf
Ek,ek,proper noun,ek,docs/cefr/goethe_a1_wortliste.pdf
Alexander,alexander,proper noun,alexander,docs/cefr/goethe_a1_wortliste.pdf
associ,associ,verb,associ,docs/cefr/goethe_a1_wortliste.pdf
ation,ation,noun,ation,docs/cefr/goethe_a1_wortliste.pdf
Fitzpatrick,fitzpatrick,proper noun,fitzpatrick,docs/cefr/goethe_a1_wortliste.pdf
Strassburg,strassburg,proper noun,strassburg,docs/cefr/goethe_a1_wortliste.pdf
